id_venda,data,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,quantidade,preco_unitario,desconto,receita,custo_unitario,lucro,regiao,cidade,canal_venda,vendedor,meta_venda,atingiu_meta,prazo_entrega_dias,status_entrega
111,2024-03-11,3,1,Cliente_158,Novo,0,Baixa,Varejo,Smartphone,Telefonia,Alpha,Premium,9,3466.79,0.12,27456.9768,2798.57,2269.8468,Sudeste,São Paulo,Online,Vendedor_05,34852.9,Não,4,No prazo
112,2024-02-22,2,1,Cliente_194,Recorrente,34,Alta,Atacado,Impressora,Informática,Gamma,Econômico,8,3608.43,0.2,23093.952,2840.06,373.4720000000016,Nordeste,Salvador,Online,Vendedor_11,33653.33,Não,11,Atrasado
113,2024-01-24,1,1,Cliente_068,Novo,3,Alta,Varejo,Teclado,Periféricos,Delta,Econômico,9,1599.14,0.2,11513.808,1235.33,395.8380000000016,Centro-Oeste,Brasília,Loja,Vendedor_12,16559.47,Não,7,No prazo
114,2024-11-18,11,4,Cliente_084,Recorrente,40,Alta,Atacado,Notebook,Informática,Beta,Econômico,7,3828.23,0.02,26261.6578,2421.38,9311.9978,Sudeste,São Paulo,Online,Vendedor_09,29566.91,Não,7,No prazo
115,2024-12-30,12,4,Cliente_138,Novo,2,Média,Atacado,Smartphone,Telefonia,Alpha,Premium,4,345.43,0.2,1105.376,252.31,96.13599999999995,Centro-Oeste,Brasília,Loja,Vendedor_09,1392.63,Não,12,Atrasado
116,2024-01-12,1,1,Cliente_114,Recorrente,30,Baixa,Varejo,Headset,Periféricos,Gamma,Premium,10,5249.28,0.22,40944.384,3656.92,4375.184000000001,Nordeste,Recife,Online,Vendedor_20,51292.47,Não,1,No prazo
117,2024-04-01,4,2,Cliente_001,Recorrente,58,Alta,Varejo,Notebook,Informática,Gamma,Premium,6,5320.03,0.17,26493.7494,3662.7,4517.549400000004,Centro-Oeste,Brasília,Online,Vendedor_05,33587.33,Não,8,Atrasado
118,2024-03-14,3,1,Cliente_126,Novo,1,Baixa,Varejo,Teclado,Periféricos,Delta,Padrão,7,2635.1,0.16,15494.388,1515.76,4884.068000000001,Sul,Porto Alegre,Online,Vendedor_01,20122.36,Não,10,Atrasado
119,2024-08-20,8,3,Cliente_092,Novo,0,Alta,Varejo,Notebook,Informática,Alpha,Premium,9,2792.68,0.14,21615.3432,2348.76,476.5031999999956,Centro-Oeste,Brasília,Loja,Vendedor_19,25713.37,Não,4,No prazo
120,2024-08-27,8,3,Cliente_004,Novo,0,Baixa,Varejo,Teclado,Outros,Beta,Econômico,6,1245.09,0.23,5752.315799999999,663.92,1768.7958,Centro-Oeste,Brasília,Online,Vendedor_15,6825.9,Não,8,Atrasado
121,2024-04-30,4,2,Cliente_003,Recorrente,12,Média,Varejo,Smartphone,Telefonia,Alpha,Premium,1,1851.69,0.12,1629.4872,1390.93,238.5572,Nordeste,Recife,Loja,Vendedor_20,1987.15,Não,12,Atrasado
122,2024-12-21,12,4,Cliente_137,Novo,3,Baixa,Varejo,Impressora,Informática,Delta,Econômico,10,433.6,0.08,3989.12,343.15,557.6200000000003,Nordeste,Salvador,Loja,Vendedor_06,4965.78,Não,14,Atrasado
123,2024-07-01,7,3,Cliente_106,Novo,5,Baixa,Varejo,Monitor,Informática,Beta,Econômico,10,4170.62,0.01,41289.138,2298.64,18302.738,Norte,Manaus,Loja,Vendedor_20,45560.8,Não,13,Atrasado
124,2024-01-02,1,1,Cliente_138,Recorrente,31,Alta,Varejo,Tablet,Informática,Gamma,Econômico,7,2125.41,0.25,11158.4025,1090.46,3525.1825,Centro-Oeste,Goiânia,Loja,Vendedor_14,17738.25,Não,2,No prazo
125,2024-12-05,12,4,Cliente_067,Novo,0,Baixa,Varejo,Impressora,Informática,Alpha,Premium,4,2653.99,0.11,9448.2044,2139.34,890.8443999999981,Sudeste,São Paulo,Online,Vendedor_04,11289.77,Não,14,Atrasado
126,2024-02-08,2,1,Cliente_134,Recorrente,1,Alta,Atacado,Mouse,Periféricos,Gamma,Premium,6,3499.78,0.09,19108.7988,3014.11,1024.1388000000006,Norte,Belém,Loja,Vendedor_07,20695.88,Não,9,Atrasado
127,2024-08-13,8,3,Cliente_192,Novo,4,Baixa,Atacado,Smartphone,Telefonia,Alpha,Econômico,7,5044.33,0.12,31073.0728,2975.59,10243.942799999995,Centro-Oeste,Goiânia,Online,Vendedor_13,39540.51,Não,6,No prazo
128,2024-03-02,3,1,Cliente_179,Recorrente,1,Alta,Varejo,Mouse,Periféricos,Beta,Padrão,2,3841.36,0.13,6683.9664,2021.45,2641.0664,Sul,Porto Alegre,Online,Vendedor_14,8179.37,Não,1,No prazo
129,2024-06-14,6,2,Cliente_009,Novo,4,Baixa,Varejo,Monitor,Informática,Gamma,Econômico,9,802.57,0.07,6717.510899999999,574.5,1547.0108999999993,Sudeste,São Paulo,Online,Vendedor_04,7661.34,Não,7,No prazo
130,2024-02-18,2,1,Cliente_178,Novo,2,Baixa,Varejo,Tablet,Informática,Gamma,Econômico,6,1558.33,0.23,7199.4846,941.33,1551.5045999999993,Norte,Manaus,Online,Vendedor_02,10224.68,Não,14,Atrasado
131,2024-10-10,10,4,Cliente_064,Recorrente,48,Baixa,Varejo,Smartphone,Telefonia,Gamma,Econômico,6,1387.5,0.11,7409.25,1088.89,875.9099999999999,Sul,Curitiba,Online,Vendedor_04,9243.89,Não,4,No prazo
132,2024-11-23,11,4,Cliente_034,Recorrente,49,Baixa,Varejo,Notebook,Informática,Alpha,Premium,1,3791.13,0.14,3260.3718,3312.63,-52.258200000000215,Norte,Belém,Online,Vendedor_10,4124.45,Não,12,Atrasado
133,2024-12-19,12,4,Cliente_073,Recorrente,5,Média,Varejo,Mouse,Periféricos,Gamma,Padrão,11,2764.35,0.2,24326.28,1924.12,3160.959999999999,Centro-Oeste,Goiânia,Loja,Vendedor_11,36044.67,Não,9,Atrasado
134,2024-09-11,9,3,Cliente_133,Novo,0,Média,Varejo,Impressora,Outros,Gamma,Premium,6,2043.37,0.06,11524.6068,1658.03,1576.4267999999993,Norte,Belém,Loja,Vendedor_16,11983.59,Não,7,No prazo
135,2024-05-06,5,2,Cliente_001,Novo,2,Média,Varejo,Notebook,Informática,Beta,Premium,5,675.95,0.06,3176.965,460.0,876.9649999999997,Norte,Belém,Loja,Vendedor_02,3181.98,Não,12,Atrasado
136,2024-11-18,11,4,Cliente_152,Novo,5,Média,Atacado,Notebook,Informática,Gamma,Padrão,6,5549.56,0.09,30300.5976,3483.7,9398.397600000004,Norte,Belém,Loja,Vendedor_19,37347.83,Não,7,No prazo
137,2024-01-23,1,1,Cliente_163,Novo,5,Baixa,Varejo,Tablet,Informática,Gamma,Econômico,7,3790.4093023255823,0.14,22818.264000000003,3364.47,-733.0259999999944,Nordeste,Recife,Loja,Vendedor_18,30351.8,Não,1,No prazo
138,2024-02-25,2,1,Cliente_023,Recorrente,23,Alta,Atacado,Smartphone,Telefonia,Gamma,Padrão,11,3350.65,0.18,30222.863000000005,2750.44,-31.976999999995314,Norte,Belém,Online,Vendedor_12,37565.39,Não,9,Atrasado
139,2024-03-02,3,1,Cliente_060,Recorrente,25,Alta,Atacado,Monitor,Informática,Gamma,Padrão,5,2792.06,0.23,10749.431,1647.35,2512.6810000000005,Sudeste,São Paulo,Online,Vendedor_18,15848.95,Não,1,No prazo
140,2024-02-02,2,1,Cliente_142,Recorrente,30,Baixa,Atacado,Notebook,Informática,Gamma,Premium,5,2337.757333333333,0.1,10519.908,2172.59,-343.0420000000013,Centro-Oeste,Goiânia,Online,Vendedor_15,14374.38,Não,2,No prazo
141,2024-12-03,12,4,Cliente_165,Recorrente,41,Média,Varejo,Impressora,Informática,Gamma,Premium,3,5736.59,0.16,14456.2068,3294.19,4573.6368,Nordeste,Salvador,Online,Vendedor_09,16532.88,Não,9,Atrasado
142,2024-05-08,5,2,Cliente_134,Recorrente,50,Alta,Atacado,Teclado,Periféricos,Beta,Premium,11,4224.67,0.06,43683.0878,3367.06,6645.427800000005,Nordeste,Salvador,Online,Vendedor_08,49917.66,Não,5,No prazo
143,2024-10-09,10,4,Cliente_099,Novo,5,Baixa,Varejo,Mouse,Outros,Beta,Padrão,6,1583.58,0.07,8836.3764,1133.85,2033.2764,Norte,Manaus,Online,Vendedor_10,9882.76,Não,12,Atrasado
144,2024-03-02,3,1,Cliente_053,Novo,0,Média,Atacado,Teclado,Periféricos,Delta,Padrão,7,3226.0,0.1,20323.8,1872.56,7215.879999999999,Nordeste,Salvador,Loja,Vendedor_02,22963.47,Não,8,Atrasado
145,2024-03-10,3,1,Cliente_037,Recorrente,49,Baixa,Atacado,Notebook,Informática,Delta,Padrão,7,2526.1,0.05,16798.565,2167.21,1628.0949999999975,Nordeste,Recife,Loja,Vendedor_01,20413.5,Não,11,Atrasado
146,2024-07-01,7,3,Cliente_185,Novo,1,Alta,Varejo,Monitor,Informática,Delta,Premium,4,625.1,0.19,2025.3240000000003,386.23,480.4040000000002,Sul,Porto Alegre,Online,Vendedor_04,2852.62,Não,7,No prazo
147,2024-11-02,11,4,Cliente_103,Recorrente,27,Baixa,Varejo,Impressora,Informática,Delta,Padrão,1,4956.58,0.18,4064.3956,4183.57,-119.17439999999942,Centro-Oeste,Goiânia,Loja,Vendedor_14,4792.36,Não,5,No prazo
148,2024-02-11,2,1,Cliente_084,Novo,4,Alta,Varejo,Impressora,Informática,Delta,Econômico,6,383.7,0.12,2025.936,305.28,194.25600000000009,Sul,Porto Alegre,Loja,Vendedor_16,2310.44,Não,4,No prazo
149,2024-08-06,8,3,Cliente_052,Novo,1,Alta,Atacado,Smartphone,Telefonia,Alpha,Padrão,9,5984.51,0.19,43627.0779,3235.84,14504.517900000004,Sul,Curitiba,Online,Vendedor_19,48548.03,Não,3,No prazo
150,2024-12-14,12,4,Cliente_088,Recorrente,16,Alta,Atacado,Impressora,Informática,Beta,Premium,11,1737.17,0.24,14522.741200000002,1112.18,2288.761200000001,Sudeste,São Paulo,Loja,Vendedor_07,17875.86,Não,14,Atrasado
151,2024-03-23,3,1,Cliente_071,Novo,3,Média,Atacado,Tablet,Informática,Delta,Premium,10,4328.3,0.18,35492.060000000005,3839.8,-2905.939999999995,Norte,Belém,Loja,Vendedor_02,40042.65,Não,6,No prazo
152,2024-12-20,12,4,Cliente_058,Recorrente,11,Baixa,Atacado,Notebook,Informática,Alpha,Padrão,4,2339.87,0.07,8704.3164,1935.82,961.0364,Sudeste,Rio de Janeiro,Loja,Vendedor_17,8777.55,Não,5,No prazo
153,2024-01-16,1,1,Cliente_163,Novo,3,Baixa,Varejo,Monitor,Informática,Delta,Padrão,8,3397.99,0.19,22018.9752,1998.69,6029.4552,Nordeste,Salvador,Loja,Vendedor_18,30975.47,Não,2,No prazo
154,2024-01-09,1,1,Cliente_167,Recorrente,29,Alta,Varejo,Monitor,Informática,Beta,Padrão,7,456.51,0.2,2556.456,267.15,686.4060000000004,Sudeste,Rio de Janeiro,Loja,Vendedor_12,2929.02,Não,10,Atrasado
155,2024-08-07,8,3,Cliente_048,Recorrente,47,Alta,Atacado,Monitor,Informática,Gamma,Premium,11,784.84,0.14,7424.5864,447.72,2499.6664,Sudeste,Rio de Janeiro,Online,Vendedor_09,9312.78,Não,11,Atrasado
156,2024-06-29,6,2,Cliente_110,Recorrente,41,Média,Varejo,Mouse,Periféricos,Beta,Premium,3,5856.8,0.07,16340.472,4248.0,3596.472,Centro-Oeste,Brasília,Loja,Vendedor_05,17557.77,Não,7,No prazo
157,2024-02-29,2,1,Cliente_089,Novo,5,Alta,Varejo,Teclado,Periféricos,Delta,Econômico,1,5436.4,0.23,4186.028,3213.16,972.8680000000004,Norte,Belém,Online,Vendedor_07,5041.38,Não,1,No prazo
158,2024-10-30,10,4,Cliente_048,Novo,5,Baixa,Atacado,Smartphone,Telefonia,Gamma,Padrão,2,4619.63,0.11,8222.9414,3707.43,808.0814,Sul,Curitiba,Loja,Vendedor_05,9656.24,Não,11,Atrasado
159,2024-11-14,11,4,Cliente_127,Recorrente,51,Baixa,Varejo,Monitor,Informática,Delta,Premium,7,3313.42,0.04,22266.1824,1912.85,8876.232400000003,Nordeste,Salvador,Online,Vendedor_15,22976.79,Não,10,Atrasado
160,2024-10-24,10,4,Cliente_127,Novo,0,Média,Varejo,Smartphone,Telefonia,Alpha,Padrão,5,5504.31,0.09,25044.610500000003,3418.51,7952.0605,Sudeste,São Paulo,Loja,Vendedor_15,25331.35,Não,13,Atrasado
161,2024-11-27,11,4,Cliente_083,Novo,2,Baixa,Atacado,Tablet,Informática,Delta,Econômico,3,3825.93,0.02,11248.2342,2480.55,3806.5841999999984,Sudeste,São Paulo,Loja,Vendedor_10,12717.82,Não,2,No prazo
162,2024-05-22,5,2,Cliente_093,Novo,4,Alta,Varejo,Impressora,Informática,Gamma,Padrão,11,3071.95,0.21,26695.2455,1807.25,6815.495499999997,Sudeste,São Paulo,Online,Vendedor_20,38085.49,Não,2,No prazo
163,2024-10-03,10,4,Cliente_009,Recorrente,53,Baixa,Varejo,Notebook,Informática,Gamma,Econômico,1,5614.33,0.13,4884.4671,4543.95,340.5171,Sul,Porto Alegre,Loja,Vendedor_05,5265.77,Não,6,No prazo
164,2024-02-23,2,1,Cliente_142,Recorrente,1,Alta,Varejo,Mouse,Periféricos,Alpha,Premium,10,2589.89,0.23,19942.153,1757.09,2371.2530000000006,Centro-Oeste,Brasília,Loja,Vendedor_14,26691.72,Não,2,No prazo
165,2024-03-15,3,1,Cliente_091,Recorrente,25,Média,Atacado,Mouse,Periféricos,Delta,Padrão,2,864.63,0.23,1331.5302,634.53,62.47019999999998,Sul,Curitiba,Loja,Vendedor_11,1728.3,Não,11,Atrasado
166,2024-04-12,4,2,Cliente_082,Recorrente,1,Baixa,Atacado,Teclado,Periféricos,Gamma,Econômico,5,3841.84,0.14,16519.912,3193.92,550.3119999999999,Sudeste,São Paulo,Online,Vendedor_19,19400.01,Não,10,Atrasado
167,2024-11-03,11,4,Cliente_077,Novo,5,Média,Varejo,Smartphone,Telefonia,Alpha,Padrão,10,5892.14,0.14,50672.404,5178.2,-1109.5959999999975,Sul,Porto Alegre,Online,Vendedor_02,55698.97,Não,10,Atrasado
168,2024-02-25,2,1,Cliente_173,Novo,5,Alta,Varejo,Monitor,Informática,Delta,Premium,4,2211.15,0.0,8844.6,1127.25,4335.6,Norte,Belém,Online,Vendedor_02,8188.87,Sim,8,Atrasado
169,2024-02-13,2,1,Cliente_168,Recorrente,39,Baixa,Varejo,Impressora,Informática,Beta,Econômico,6,1162.63,0.03,6766.506600000001,639.11,2931.8466000000008,Nordeste,Salvador,Loja,Vendedor_05,6547.62,Sim,8,Atrasado
170,2024-01-31,1,1,Cliente_006,Novo,2,Média,Atacado,Teclado,Periféricos,Gamma,Padrão,3,771.6,0.2,1851.84,586.83,91.34999999999992,Nordeste,Recife,Online,Vendedor_16,2087.58,Não,3,No prazo
171,2024-07-05,7,3,Cliente_004,Recorrente,50,Baixa,Atacado,Notebook,Informática,Alpha,Padrão,3,4543.62,0.18,11177.3052,3888.05,-486.8448000000008,Sul,Porto Alegre,Online,Vendedor_16,13670.73,Não,2,No prazo
172,2024-11-03,11,4,Cliente_004,Novo,3,Alta,Atacado,Headset,Periféricos,Alpha,Econômico,2,464.06,0.14,798.1831999999999,384.11,29.963199999999915,Sudeste,São Paulo,Online,Vendedor_01,870.01,Não,11,Atrasado
173,2024-11-20,11,4,Cliente_071,Recorrente,8,Baixa,Varejo,Smartphone,Telefonia,Alpha,Econômico,8,1920.31,0.04,14747.9808,1130.67,5702.620799999999,Norte,Manaus,Loja,Vendedor_06,15421.59,Não,14,Atrasado
174,2024-06-03,6,2,Cliente_143,Recorrente,26,Alta,Atacado,Notebook,Informática,Gamma,Premium,1,1745.4,0.19,1413.774,1187.76,226.01400000000007,Nordeste,Salvador,Loja,Vendedor_09,2018.0,Não,8,Atrasado
175,2024-09-29,9,3,Cliente_080,Novo,3,Baixa,Atacado,Notebook,Informática,Alpha,Econômico,3,1358.9752808988765,0.11,3628.464,976.2599999999999,699.6840000000002,Norte,Manaus,Online,Vendedor_16,5313.92,Não,1,No prazo
176,2024-09-06,9,3,Cliente_043,Recorrente,49,Alta,Varejo,Notebook,Informática,Gamma,Padrão,9,1403.79,0.17,10486.3113,1050.87,1028.4813000000013,Sul,Porto Alegre,Online,Vendedor_12,15052.32,Não,4,No prazo
177,2024-08-07,8,3,Cliente_086,Recorrente,16,Alta,Atacado,Tablet,Informática,Delta,Padrão,6,2526.6,0.01,15008.004,1699.72,4809.683999999999,Sudeste,Rio de Janeiro,Loja,Vendedor_02,14449.29,Sim,7,No prazo
178,2024-05-14,5,2,Cliente_097,Recorrente,7,Baixa,Atacado,Mouse,Periféricos,Alpha,Econômico,10,4909.81,0.03,47625.15700000001,2497.74,22647.75700000001,Sul,Porto Alegre,Loja,Vendedor_20,52542.6,Não,13,Atrasado
179,2024-07-08,7,3,Cliente_109,Recorrente,11,Média,Varejo,Monitor,Informática,Delta,Padrão,1,4860.89,0.05,4617.8455,2893.45,1724.3955000000003,Norte,Belém,Online,Vendedor_10,5313.05,Não,2,No prazo
180,2024-10-08,10,4,Cliente_022,Recorrente,14,Alta,Atacado,Tablet,Informática,Beta,Padrão,5,958.67,0.04,4601.615999999999,817.46,514.3159999999989,Sul,Porto Alegre,Loja,Vendedor_07,5730.2,Não,10,Atrasado
181,2024-05-08,5,2,Cliente_053,Recorrente,9,Alta,Atacado,Monitor,Informática,Gamma,Premium,4,3954.16,0.07,14709.4752,2397.82,5118.195199999998,Norte,Belém,Online,Vendedor_13,18218.75,Não,7,No prazo
182,2024-01-20,1,1,Cliente_149,Novo,3,Média,Atacado,Impressora,Informática,Alpha,Premium,11,2305.52,0.08,23331.8624,1343.99,8547.972400000002,Centro-Oeste,Goiânia,Loja,Vendedor_16,27870.34,Não,8,Atrasado
183,2024-02-10,2,1,Cliente_075,Novo,5,Alta,Atacado,Monitor,Informática,Beta,Econômico,1,557.27,0.13,484.8249,356.07,128.75489999999996,Nordeste,Salvador,Loja,Vendedor_13,642.62,Não,14,Atrasado
184,2024-02-15,2,1,Cliente_162,Novo,2,Média,Atacado,Tablet,Informática,Beta,Econômico,5,1988.44,0.1,8947.980000000001,1146.48,3215.5800000000017,Sudeste,Rio de Janeiro,Online,Vendedor_05,11029.1,Não,2,No prazo
185,2024-03-22,3,1,Cliente_053,Novo,2,Baixa,Atacado,Mouse,Periféricos,Alpha,Padrão,5,3502.07,0.18,14358.487000000005,2580.31,1456.9370000000035,Centro-Oeste,Goiânia,Online,Vendedor_09,20070.66,Não,2,No prazo
186,2024-08-11,8,3,Cliente_087,Recorrente,25,Baixa,Varejo,Teclado,Periféricos,Delta,Econômico,4,5180.98,0.17,17200.8536,4157.24,571.8935999999994,Sudeste,São Paulo,Online,Vendedor_13,23982.45,Não,3,No prazo
187,2024-11-16,11,4,Cliente_017,Recorrente,31,Média,Atacado,Smartphone,Telefonia,Alpha,Econômico,8,5790.74,0.02,45399.4016,4726.85,7584.601599999994,Norte,Belém,Online,Vendedor_03,50277.06,Não,1,No prazo
188,2024-01-31,1,1,Cliente_115,Recorrente,36,Baixa,Varejo,Teclado,Periféricos,Gamma,Premium,5,995.74,0.2,3982.96,690.36,531.1599999999999,Nordeste,Salvador,Loja,Vendedor_08,5813.29,Não,9,Atrasado
189,2024-11-23,11,4,Cliente_008,Novo,3,Alta,Varejo,Monitor,Informática,Beta,Econômico,4,1185.06,0.09,4313.6184,1010.43,271.8984000000005,Centro-Oeste,Brasília,Loja,Vendedor_17,5132.09,Não,10,Atrasado
190,2024-03-15,3,1,Cliente_174,Novo,3,Baixa,Atacado,Impressora,Informática,Alpha,Econômico,2,5634.11,0.01,11155.5378,3245.64,4664.2578,Nordeste,Recife,Loja,Vendedor_04,11926.54,Não,10,Atrasado
191,2024-12-05,12,4,Cliente_124,Novo,0,Média,Atacado,Impressora,Informática,Gamma,Padrão,6,5448.55,0.15,27787.605000000003,4079.53,3310.425000000003,Centro-Oeste,Brasília,Online,Vendedor_15,35367.48,Não,14,Atrasado
192,2024-05-14,5,2,Cliente_041,Novo,0,Baixa,Varejo,Monitor,Informática,Beta,Premium,8,1284.17,0.07,9554.2248,1029.21,1320.5447999999997,Norte,Belém,Online,Vendedor_20,10984.58,Não,12,Atrasado
193,2024-09-21,9,3,Cliente_020,Novo,0,Alta,Atacado,Mouse,Periféricos,Beta,Padrão,11,3728.0,0.18,33626.560000000005,2610.45,4911.610000000008,Norte,Belém,Loja,Vendedor_11,41157.65,Não,6,No prazo
194,2024-04-12,4,2,Cliente_189,Recorrente,26,Baixa,Varejo,Monitor,Informática,Delta,Econômico,1,1287.23,0.07,1197.1239,759.62,437.5039,Centro-Oeste,Goiânia,Online,Vendedor_15,1362.24,Não,4,No prazo
195,2024-05-15,5,2,Cliente_040,Recorrente,51,Baixa,Varejo,Tablet,Informática,Delta,Econômico,8,530.17,0.21,3350.6744,276.02,1142.5144,Centro-Oeste,Brasília,Loja,Vendedor_19,4726.92,Não,3,No prazo
196,2024-06-29,6,2,Cliente_117,Novo,0,Média,Atacado,Teclado,Periféricos,Gamma,Econômico,1,1306.92,0.18,1071.6744,789.49,282.1844000000001,Centro-Oeste,Brasília,Online,Vendedor_05,1503.53,Não,9,Atrasado
197,2024-07-05,7,3,Cliente_194,Novo,2,Média,Varejo,Notebook,Informática,Beta,Premium,2,5986.24,0.02,11733.0304,4029.93,3673.1704,Sudeste,Rio de Janeiro,Loja,Vendedor_14,12722.89,Não,8,Atrasado
198,2024-12-12,12,4,Cliente_042,Recorrente,44,Média,Varejo,Teclado,Periféricos,Beta,Econômico,7,1601.72,0.14,9642.3544,1056.74,2245.1744,Norte,Belém,Loja,Vendedor_05,12523.65,Não,8,Atrasado
199,2024-06-16,6,2,Cliente_135,Recorrente,4,Baixa,Atacado,Notebook,Informática,Delta,Premium,3,5251.729999999999,0.1,14179.670999999998,4529.27,591.8609999999971,Centro-Oeste,Goiânia,Online,Vendedor_12,15007.65,Não,4,No prazo
200,2024-09-20,9,3,Cliente_047,Novo,2,Baixa,Varejo,Headset,Periféricos,Alpha,Padrão,8,5460.83,0.17,36259.9112,3963.83,4549.271199999996,Nordeste,Recife,Online,Vendedor_07,48271.51,Não,1,No prazo
201,2024-02-26,2,1,Cliente_036,Novo,0,Baixa,Varejo,Smartphone,Telefonia,Alpha,Premium,1,4088.64,0.23,3148.2528,3630.84,-482.5872000000004,Sudeste,Rio de Janeiro,Loja,Vendedor_07,4723.97,Não,5,No prazo
202,2024-05-08,5,2,Cliente_089,Novo,5,Alta,Atacado,Notebook,Informática,Alpha,Premium,6,4023.15,0.1,21725.01,3363.07,1546.59,Sul,Porto Alegre,Loja,Vendedor_16,27649.92,Não,7,No prazo
203,2024-12-19,12,4,Cliente_048,Recorrente,28,Baixa,Atacado,Smartphone,Telefonia,Alpha,Padrão,11,3514.8,0.21,30543.612000000005,2370.44,4468.7720000000045,Sudeste,São Paulo,Online,Vendedor_06,36705.37,Não,10,Atrasado
204,2024-12-16,12,4,Cliente_092,Novo,2,Baixa,Varejo,Mouse,Periféricos,Alpha,Padrão,6,5805.6,0.2,27866.880000000005,3227.19,8503.740000000005,Sul,Porto Alegre,Loja,Vendedor_13,33574.73,Não,12,Atrasado
205,2024-11-25,11,4,Cliente_138,Novo,4,Alta,Varejo,Notebook,Informática,Gamma,Econômico,8,3621.66,0.05,27524.616,2083.27,10858.455999999998,Sudeste,Rio de Janeiro,Online,Vendedor_08,34332.5,Não,9,Atrasado
206,2024-11-08,11,4,Cliente_065,Novo,1,Média,Varejo,Smartphone,Telefonia,Beta,Premium,2,123.96,0.18,203.2944,66.81,69.67439999999999,Nordeste,Salvador,Online,Vendedor_04,243.63,Não,11,Atrasado
207,2024-06-18,6,2,Cliente_114,Novo,1,Alta,Varejo,Monitor,Informática,Gamma,Econômico,3,254.64,0.1,687.528,182.35,140.4780000000001,Sul,Porto Alegre,Loja,Vendedor_04,896.48,Não,10,Atrasado
208,2024-02-01,2,1,Cliente_129,Recorrente,11,Alta,Atacado,Tablet,Informática,Alpha,Padrão,5,1804.73,0.21,7128.6835,1403.72,110.08349999999972,Norte,Belém,Online,Vendedor_04,8465.54,Não,1,No prazo
209,2024-11-16,11,4,Cliente_172,Novo,0,Baixa,Atacado,Smartphone,Telefonia,Delta,Econômico,8,2610.45,0.11,18586.404,1863.85,3675.604,Sul,Curitiba,Loja,Vendedor_06,21482.52,Não,3,No prazo
210,2024-04-25,4,2,Cliente_199,Recorrente,50,Baixa,Atacado,Notebook,Informática,Delta,Premium,3,2796.8,0.2,6712.3200000000015,1486.99,2251.3500000000013,Sudeste,São Paulo,Loja,Vendedor_13,9820.24,Não,12,Atrasado
211,2024-06-27,6,2,Cliente_014,Recorrente,54,Baixa,Atacado,Monitor,Informática,Gamma,Premium,10,5045.615838150289,0.135,43644.577000000005,4669.55,-3050.922999999995,Sudeste,Rio de Janeiro,Online,Vendedor_12,55726.46,Não,2,No prazo
212,2024-08-02,8,3,Cliente_048,Novo,1,Alta,Varejo,Monitor,Informática,Delta,Premium,1,1806.78,0.01,1788.7122,1236.2,552.5121999999999,Norte,Belém,Loja,Vendedor_14,2009.51,Não,1,No prazo
213,2024-07-02,7,3,Cliente_163,Recorrente,48,Média,Varejo,Monitor,Informática,Alpha,Econômico,6,5758.44,0.1,31095.576,3177.43,12030.996000000005,Nordeste,Recife,Online,Vendedor_02,35180.69,Não,8,Atrasado
214,2024-04-24,4,2,Cliente_032,Novo,3,Média,Varejo,Teclado,Periféricos,Gamma,Premium,6,4304.34,0.16,21693.8736,3202.87,2476.653599999998,Sul,Curitiba,Loja,Vendedor_08,25202.49,Não,10,Atrasado
215,2024-01-22,1,1,Cliente_016,Novo,1,Baixa,Atacado,Notebook,Informática,Gamma,Econômico,10,540.15,0.06,5077.41,421.47,862.7099999999991,Centro-Oeste,Brasília,Online,Vendedor_15,6039.37,Não,9,Atrasado
216,2024-03-15,3,1,Cliente_148,Recorrente,32,Média,Atacado,Tablet,Informática,Delta,Econômico,10,3344.81,0.17,27761.923,2060.01,7161.822999999997,Sul,Curitiba,Loja,Vendedor_08,39495.94,Não,5,No prazo
217,2024-02-19,2,1,Cliente_141,Recorrente,41,Baixa,Atacado,Smartphone,Telefonia,Gamma,Padrão,7,4083.24,0.2,22866.144,2743.58,3661.0840000000026,Sul,Curitiba,Loja,Vendedor_18,32692.36,Não,13,Atrasado
218,2024-05-14,5,2,Cliente_057,Novo,4,Média,Varejo,Teclado,Periféricos,Delta,Padrão,8,4699.98,0.13,32711.8608,2598.63,11922.820799999998,Centro-Oeste,Goiânia,Loja,Vendedor_19,42575.09,Não,3,No prazo
219,2024-01-30,1,1,Cliente_084,Recorrente,27,Alta,Atacado,Headset,Periféricos,Alpha,Padrão,3,2542.17,0.18,6253.738200000001,1280.2,2413.1382000000003,Nordeste,Salvador,Loja,Vendedor_10,8363.86,Não,6,No prazo
220,2024-03-23,3,1,Cliente_090,Novo,5,Alta,Atacado,Monitor,Informática,Gamma,Econômico,7,2183.81,0.03,14828.0699,1644.98,3313.2099,Norte,Manaus,Online,Vendedor_17,14423.16,Sim,7,No prazo
221,2024-03-28,3,1,Cliente_087,Novo,2,Média,Atacado,Headset,Periféricos,Delta,Padrão,5,1769.5,0.1,7962.75,1468.39,620.7999999999993,Norte,Manaus,Online,Vendedor_07,9835.37,Não,12,Atrasado
